Nom,Type de bière,Type de bière précision,Degré d'alcool,Brasserie,Pays,Prix,Amertume,Acidité,Vivacité,Puissance,Rondeur,Fruité,Visuel,Odeur,Goût,Description,Url
PFUNGSTADTER RADLER,BLONDE,AROMATISÉE-FRUITÉE,2.7,PFUNGSTÄDTER,ALLEMAGNE,1.45,4,6,6,2,4,8,"Robe jaune paille, légèrement voilée, fine mousse blanche","Arômes intenses de citron, de céréale, notes herbacées","Saveurs citronnées intenses, légèrement acidulée, céréales, notes végétales","La brasserie Pfungstadter ne cesse d'innover pour toujours proposer de la nouveauté et ainsi rester l'une des brasseries les plus influentes d'Allemagne. Sa dernière création en date est la Pfungstadter Radler. Celle-ci est issue du mélange de la Pfungstadter Export et de limonade. Le tout donne une boisson légère titrant à 2,7% aux délicates notes citronnées.
A la dégustation, Pfungstadter Radler arbore une robe jaune pâle brumeuse. Son délicat nuage de mousse offre au nez d'intenses arômes de citrons apportés par la limonade. La bière, quant à elle, donne ses caractéristiques maltées et houblonnées à cette Radler. En bouche, les saveurs citronnées dominent ce qui rend le tout légèrement acidulé. On perçoit également les notes de céréales et de houblons, caractéristique de la Export.
Cette bière est l'allié parfait pour passer l'été en tout légèreté.",https://vandb.fr/pfungstadter-radler.html
PIRAAT RED,ROUGE,AROMATISÉE-FRUITÉE,10.5,VAN STEENBERGE,BELGIQUE,2.9,2,4,6,10,8,10,"Robe rouge foncée, mousse rosée généreuse","Arômes intenses de cerise, fruits rouges, caramel","Puissante et onctueuse, notes intenses de cerise, fruits rouges, caramel, légère acidité, légèrement sucrée, finale chaleureuse","La Piraat Red, bien que brassée depuis peu, s’inscrit déjà comme un incontournable et une valeur sûr dans le style des bières belges fortes et fruitées !
La Piraat Red, brassée par la Brasserie Van Steenberge, invite ceux qui n’ont pas froid aux yeux à la découverte !
Sur une base d’ambrée, on apprécie immédiatement sa mousse bien dense et sa douceur. De cette mousse s'échappent de puissants arômes de cerises grillots qui nous transportent dans un monde de gourmandise.
En bouche, onctuosité, fraîcheur et saveurs cerises s'associent pour un rendu parfaitement équilibré. Elle est peu sucrée ce qui la rend réellement désaltérante malgré sa puissance.",https://vandb.fr/piraat-red.html
CAROLUS CLASSIC,BRUNE,DARK ALE,8.5,HET ANKER,BELGIQUE,2.5,6,2,4,8,8,6,"Brune, reflets acajous, mousse beige épaisse","Malt grillé, caramel, fruits noirs, torréfiée","Malt torréfié, chocolat noir, fruits noirs, prune, raisin rouge, amère","Fondée au 15ème siècle, la brasserie Het Anker est l'une des plus anciennes brasseries belges encore en activité. Ses origines monastiques confèrent à cette bière des qualités exceptionnelles issues d'un savoir-faire ancestral. Cela lui a d'ailleurs valu d'être élue à de nombreuses reprises meilleure bière du monde au célèbre concours World Beer Award.
A l'époque, les Malinois devaient brasser des bières d'exception en l'honneur de l’empereur. La Carolus Classic est ancrée dans cette tradition et ses qualités furent de nombreuses fois vantées par l'Empereur Charles. De fermentation haute, elle refermente ensuite en bouteille, ce qui lui permet d'affiner l'ensemble de ses arômes.
Dévoilant une robe brune aux reflets acajous, la Carolus Classic est recouverte par un épais manteau beige. Au nez, elle dévoile des arômes de malt grillé, de caramel, de fruits noirs et de torréfaction. Cette riche palette aromatique est apportée par la présence de malt grillé dans la recette. La bouche est fidèle au nez, elle révèle des notes fruitées auxquelles s'ajoutent une amertume contrôlée.
Une bière aussi unique que puissante qui vous séduira avec ses arômes de chocolats et de fruits noirs.",https://vandb.fr/carolus-classic.html
KASTEEL BLONDE,BLONDE,BELGIAN PALE ALE,7.0,VAN HONSEBROUCK,BELGIQUE,1.95,6,2,4,6,6,4,"Robe blonde, reflets dorés, limpide, mousse blanche crémeuse","Arômes maltés, miel, houblon, herbacée, fruitée","Douce, généreuse, notes de levures, d'agrumes, houblon, herbe fraîche, épices, finale légèrement amère","La Brasserie du Château Van Honsebrouck est la plus moderne d'Europe. Celle-ci est divisée en trois structures différentes permettant la fabrication de trois types de bières : celles de fermentation haute, celles de fermentation mixte et enfin celles de fermentation spontanée.
La gamme Kasteel est le fleuron de la brasserie. Elle est la parfaite illustration de son savoir-faire. La blonde est une bière de haute fermentation aux doux arômes de malt et de houblons.
A la dégustation, La Kasteel blonde dévoile une robe dorée accompagnée d'une mousse onctueuse. Le nez est un mélange d'arômes maltés, houblonnés, herbacés, fruités et de miel. Elle offre en bouche un bel équilibre entre notes houblonnées et douceur du malt. Sa texture douce et généreuse est relevée par des notes d'épices et d'agrumes. Le tout est accompagné d'une finale légèrement amère.
Vous avez désormais toutes les cartes en main pour apprécier la finesse de cette bière.",https://vandb.fr/kasteel-blonde.html
BRITT BLONDE,BLONDE,PALE ALE,5.5,BRASSERIE DE BRETAGNE,FRANCE,2.5,4,4,6,4,4,4,Robe blonde trouble.,"Arômes floraux, peu complexes","Notes sèches, acidulées, d'agrumes ainsi qu'une légère amertume","Créée en 1998, la brasserie Britt est aujourd'hui l'une des trois plus grosses brasseries de Bretagne. Fière de sa région, elle a choisi pour emblème un macareux, un oiseau libre et fier.
La Britt Blonde est un bière légère de type pils à la robe blonde légèrement brumeuse dû à l'utilisation de froment pour le brassage. Cette bière légère et rafraîchissante offre des arômes floraux. En bouche, elle dévoile des notes sèches, acidulées et d'agrumes accompagnées une légère amertume.
La Britt Blonde prouve le beau savoir-faire détenu par les terres bretonnes.",https://vandb.fr/britt-blonde.html
LEVRETTE GRAND CRU,BLONDE,STRONG ALE,8.9,LEVRETTE,BELGIQUE,2.5,6,2,4,8,8,6,"Robe blonde, reflets dorée, limpide, mousse blanc cassé","Arômes de fruits, d'épices, de levure et d'alcool","Puissante et généreuse, saveurs de fruits, de citron, de levure, notes herbacées, épices, caramel, orange, finale longue et amère","La Levrette Grand Cru est une bière blonde de dégustation brassée dans les pures traditions belges. Ne prenez pas peur en raison de sa forte teneur en alcool, son brassage tout en finesse permet un parfait équilibre entre puissance et arômes.
La Levrette Grand Cru dévoile, à la dégustation, une belle robe blonde aux reflets dorés surmontée d'un délicat col de mousse blanc cassé. Au nez, elle offre de doux arômes de fruits, d'épices, de levure et d'alcool. Puissante et généreuse, son caractère aromatique se révèle en bouche. On découvre dès la première gorgée d'incroyables saveurs de fruits, de levure, d'épices, de caramel et d'orange auxquelles s'ajoutent des notes herbacées. Le tout est accompagné par une finale longue et amère.
Son profil fortement aromatique fait de cette bière un vrai délice pour l'ensemble des amateurs de bières fortes.",https://vandb.fr/levrette-grand-cru.html
PFUNGSTADTER EDELPILS PREMIUM,BLONDE,PILS,4.9,PFUNGSTÄDTER,ALLEMAGNE,1.5,6,2,6,4,4,4,"Robe jaune paille, limpide, fine mousse blanche","Arômes de malt, céréale, houblon frais","Fraîche et désaltérante, notes maltées, houblon frais, amertume en finale","C'est avec Edelpils Premium que la brasserie Pfungstadter s'est lancée dans l'aventure brassicole. A l'époque, le fondateur, Justus Hildebrand, avait ouvert une auberge dans laquelle se trouvait une petite brasserie. Fier de son nouvel investissement, il ne tarda pas à l'essayer en créant sa toute première bière la Edelpils. Le succès de sa bière l'obligea à déménager dans la ville de Pfungstadter. Ce déménagement marqua le début officiel de la brasserie.
La Pfungstadter Edelpils Premium est une bière de fermentation basse. Comme l'ensemble des Pils, elle nécessite d'un long temps de garde pour le développement de sa palette aromatique.
Cette Pils possède une belle robe blonde aux reflets dorés surplombée d'une délicate mousse blanche. Ses arômes de malts, de céréales et de houblons frais sont un vrai délice olfactif. Fraîche et désaltérante, on retrouve en bouche les saveurs maltées et houblonnées caractéristiques des Pils. La finale de cette bière est légèrement amère ce qui la rend d'autant plus rafraîchissante.
Place à la dégustation !",https://vandb.fr/157317/pfungstadter-edelpils-premium.html
KASTEEL TRIPLE,BLONDE,TRIPLE,11.0,VAN HONSEBROUCK,BELGIQUE,2.4,4,2,4,10,8,6,"Robe blonde dorée, légèrement trouble, mousse blanche épaisse","Arômes de houblons aromatique, herbacée, céréale, miel, fruitée","Notes houblonnées, houblon frais, herbacée, fruitée, pain grillé, miel, puissante, finale longue et sèche, légère amertume","Chez les Van Honsebrouck, la bière est une histoire de famille. Depuis 1865, les générations se succèdent afin de faire perdurer leur héritage et leur savoir-faire.
En 1989, la gamme Kasteel, aussi appelée bières du château, en référence au château d'Ingelmunster, voit le jour. Depuis elle est devenue un incontournable de la brasserie, grâce à ses recettes pleines de caractère.
La Kasteel Triple est issue d'une fermentation haute. Son importante teneur en malt dans le processus de fabrication permet à la bière d'arborer fièrement le nom de triple. Une fois servie dans le verre, elle révèle une belle robe blonde légèrement dorée surmontée d'une tête de mousse blanche et épaisse. Elle offre au nez une symphonie aromatique riche et complexe orchestrée par l'utilisation de houblons aromatiques. Ceux-ci confèrent à la bière des arômes herbacés, fruités, de céréales, de pain grillé et de miel. La bouche est dans la continuité du nez. Puissante, elle révèle une finale longue et sèche mêlée à une légère amertume.
La Kasteel Triple présente un équilibre parfait entre douceur et puissance !",https://vandb.fr/kasteel-triple.html
KASTEEL ROUGE,ROUGE,AROMATISÉE-FRUITÉE,8.0,VAN HONSEBROUCK,BELGIQUE,2.3,2,4,4,8,8,10,"Robe rouge, reflets rubis, opaque, mousse rosée crémeuse","Arômes intenses de cerises, cerises confîtes, caramel, sucrée, notes pâtissières","Douce, sucrée, ronde, gourmande, notes intenses de cerises, caramel, légère acidité, finale chaleureuse","Le nom Kasteel fait référence à la brasserie où elle est produite : le Château Van Honsebrouck. Cette-ci est considérée comme l'une des brasseries les plus modernes d'Europe. Généralement, une brasserie réalise un voire deux types de fermentation. Dans le cas de la brasserie Van Honsebrouck, ses installations sont conçues pour accueillir, non pas un, non pas deux, mais trois types de fermentation différents.
La Kasteel Rouge est issue du mélange de la Kasteel Donker et de cerises fraîches. Le tout est mûri pendant plus de six mois en cuve. Elle dévoile à la dégustation une robe rouge aux reflets rubis. Surplombée d'une tête de mousse rosée et crémeuse, elle possède une palette aromatique intense, composée de puissantes notes de cerises confites, de caramel, de sucre. Comparable à un véritable dessert à la cerise sucré et chaleureux, elle révèle en bouche de la rondeur accompagnée d'une légère acidité.
Une bière aromatisée qui vous fera passer un moment de douceur grâce à ses notes sucrées et fruitées.",https://vandb.fr/kasteel-rouge.html
KASTEEL ROUGE,ROUGE,AROMATISÉE-FRUITÉE,8.0,VAN HONSEBROUCK,BELGIQUE,2.3,2,4,4,8,8,10,"Robe rouge, reflets rubis, opaque, mousse rosée crémeuse","Arômes intenses de cerises, cerises confîtes, caramel, sucrée, notes pâtissières","Douce, sucrée, ronde, gourmande, notes intenses de cerises, caramel, légère acidité, finale chaleureuse","Le nom Kasteel fait référence à la brasserie où elle est produite : le Château Van Honsebrouck. Cette-ci est considérée comme l'une des brasseries les plus modernes d'Europe. Généralement, une brasserie réalise un voire deux types de fermentation. Dans le cas de la brasserie Van Honsebrouck, ses installations sont conçues pour accueillir, non pas un, non pas deux, mais trois types de fermentation différents.
La Kasteel Rouge est issue du mélange de la Kasteel Donker et de cerises fraîches. Le tout est mûri pendant plus de six mois en cuve. Elle dévoile à la dégustation une robe rouge aux reflets rubis. Surplombée d'une tête de mousse rosée et crémeuse, elle possède une palette aromatique intense, composée de puissantes notes de cerises confites, de caramel, de sucre. Comparable à un véritable dessert à la cerise sucré et chaleureux, elle révèle en bouche de la rondeur accompagnée d'une légère acidité.
Une bière aromatisée qui vous fera passer un moment de douceur grâce à ses notes sucrées et fruitées.",https://vandb.fr/kasteel-rouge.html
ORANGE MÉCANIQUE,BLONDE,PALE ALE,7.0,SAINTE CRU,FRANCE,3.55,4,2,4,6,6,6,"Robe orangée, trouble, mousse blanche généreuse","Arômes de miel, fruits, notes florales, pain grillé, caramel","Douce et gourmande, saveurs de miel, notes fruitées et florales, épices, malt caramélisé","Orange mécanique de la brasserie Ste Cru située à Colmar, est une bière blonde Ale qui à la particularité d'être brassée avec du miel bio venant tout droit d'Alsace !
Cette Belgian Ale se veut délicate, chaleureuse et arbore une robe orangée et trouble. Brassée avec les houblons Colombus et Amarillo, elle dévoile au nez des arômes fruités et floraux. Des notes de miel viennent s'y ajouter. En bouche, on découvre une bière douce et gourmande qui a su mêler, avec harmonie, les saveurs de miel et de malt. Légèrement épicée, sa finale se veut sur la rondeur.
Cette bière blonde satirique à la manière du film de Kubrick ne cesse de faire parler d'elle et de sa version moderne d'une Belgian Ale avec du miel bio et local !",https://vandb.fr/orange-mecanique.html
