Nom,Type de rhum,Type de rhum précision,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Fruité,Floral/Végétal,Vivacité,Sucrosité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
KARUKERA RÉSERVE SPÉCIALE 42%,AMBRÉ,RHUM - TRADITION FRANÇAISE,42.0,ESPÉRANCE,FRANCE,63.0,6,0,0,0,4,0,8,Cuivre profond,"Boisé, café grillé, cacao","Chocolat, épices",5,"Karukera est le nom autrefois employé par les Indiens Caraïbes pour désigner la Guadeloupe. Aujourd'hui, Karukera est une marque de rhums agricoles élaborés sur le Domaine du Marquisat de Sainte-Marie, dans la distillerie Espérance. Ce Domaine est totalement autonome ce qui permet à la distillerie de contrôler toute la chaîne de production, de la récolte des cannes à sucre, jusqu'au vieillissement.
Karukera Réserve Spéciale est un rhum agricole réalisé uniquement à partir de canne bleue cultivée sur le Domaine, une variété réputée pour son potentiel aromatique. Le rhum est ensuite vieilli sous le climat tropical de la Guadeloupe, dans des fûts de chêne français. Le maître de chais sélectionne des rhums de 4 ans minimum afin de les assembler pour donner vie à ce rhum vieux.
Un concentré de gourmandise où les arômes de chocolat s'expriment à merveille aux côtés des épices.",https://vandb.fr/karukera-reserve-speciale-42-.html
APPLETON 12 ANS 43%,AMBRÉ,RUM - TRADITION ANGLAISE,43.0,APPLETON,JAMAÏQUE,45.0,6,0,8,0,2,6,8,Bronze,"Boisé, fruité, cacao","Sucre brun, écorces d'oranges, vanille, café, amandes",12,"Appleton Estate est la plus ancienne distillerie de l’île de la Jamaïque, fondée en 1749. En utilisant des alambics à repasse en cuivre de type Pot Still, la marque produit des rhums particulièrement aromatiques et doux.
Appleton 12 ans est un assemblage de rhums vieillis en fûts de chêne soigneusement sélectionnés par l'emblématique Maître Assembleur de la distillerie, Joy Spence. Rare figure féminine de ce milieu, elle a su transposer toute son expérience et sa sensibilité dans ces rhums !
A la fois doux et d'une belle richesse aromatique, Appleton 12 ans répondra aussi bien aux exigences des plus aguerris qu'à la curiosité des novices.",https://vandb.fr/appleton-12-ans-43-.html
TI CED ARRANGÉ KUMQUAT CAFÉ 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,32.0,10,0,10,0,6,6,0,"Vieil or, reflets orangés","Fleur d’oranger, café, vanille, notes grillées et toastées","Attaque suave, arômes de torréfaction, épices douces, finale douce amère",0,"Ti Ced est un acteur majeur des rhums arrangés. La vision créative et innovante de son fondateur Cédric le pousse toujours plus loin à la recherche de recettes qui puissent vous surprendre. Il utilise pour cela des ingrédients de première qualité, et notamment des fruits mûrs comme il se doit !
C'est ici le café qui est l'élément central de ce Ti Ced Arrangé Kumquat Café. Sélectionné et torréfié par l'artisan torréfacteur local P'tit Kawa, le mélange se compose à 50% de Colombie Supremo région Quindo et 50% d'Inde Babaduban de la région Kushalnagar. Allié avec le kumquat, ce fruit originaire d'Extrême Orient, cette macération originale développe des notes torréfiées mêlées à des notes d'épices. Un bel équilibre en puissance et douceur.",https://vandb.fr/ti-ced-arrange-kumquat-cafe-32-.html
TI CED ARRANGÉ LULO LATINO 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,19.9,10,0,10,0,8,6,0,"Jaune, jeune or, nuances légèrement brique","Aérien, note d’agrume confit (mandarine), discrète touche de rhubarbe","Attaque nette et puissante, fraîchement acidulée, épices, fruits murs exotiques",0,"Ti Ced nous fait voyager en Amérique Centrale en allant chercher ce fruit inconnu en France, le Lulo. Ce petit fruit jaune est appelé ainsi en Colombie, mais porte aussi le nom de Narangille. Traditionnellement, il est utilisé dans la fabrication de jus de fruits frais, de gelées, de marmelades ou de sorbets. C'est dans la langue officielle du Pérou, le Quechua, que le Lulo tire son nom. Mais la cueillette de ce fruit se mérite, car il pousse uniquement en altitude entre 1200 et 2100 mètres sur des petits arbustes !
Quoi de mieux qu'un rhum agricole soigneusement sélectionné par Ced dans une des plus anciennes distilleries de Guadeloupe pour mettre en relief les arômes de ce fruit exotique. Un pari gagnant où notes épicées se mêlent parfaitement aux arômes de fruits exotiques mûrs.",https://vandb.fr/158079/ti-ced-arrange-lulo-latino-32-.html
GWAÏ AMANDE & VANILLE 32%,PAILLE,ARRANGÉS,32.0,AUCUNE,FRANCE,31.0,0,0,4,0,0,8,10,Trouble,"Amande fraîche, frangipane, vanille","Amande fraîche, frangipane, vanille",0,"Un frangipane en bouteille? C'est possible? Et bien chez V and B on vous dit oui!!!
La vanille et l'amande se marient au rhum pour vous proposer cette alliance unique et digne d'une épiphanie!
C'est de l'association de V and B et des rhums Breiz'ile qu'est née cette idée un peu farfelue.
Ne vous étonnez pas de sa robe trouble, nos rhums sont sans conservateurs, sans additifs et non filtrés. Que du naturel! Un arrangé tout en gourmandise qui d'ailleurs, pourra remplacer la crème anglaise dans vos desserts !
Belle dégustation.",https://vandb.fr/gwai-amande-vanille-32-.html
ANGOSTURA 1919 - 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,TDL,TRINITÉ ET TOBAGO,47.9,8,0,8,0,0,4,8,Cuivre profond,"Pomme, boisé","Vanille, miel, boisé, Fruits secs",8,"La date choisie par la marque pour cette édition n'est pas anodine. Pour comprendre, il faut tout d'abord remonter en 1932 lors de l'incendie d'un chai sous douane du gouvernement de Trinidad. A cette époque, Angostura rachète des fûts carbonisés et y découvre des rhums d'une grande qualité distillés en 1919.
En reproduisant le profil aromatique de ce rhum de 1919, Angostura salue l'héritage que l'île a laissé à la marque, lui permettant de se développer à travers le globe.
Cet assemblage de rhums de mélasses vieillis au minimum 8 ans en fûts de bourbon, a d'ailleurs été récompensé d'une médaille d’or au San Francisco World Spirits Competition en 2015. Rien que ça !",https://vandb.fr/angostura-1919-40-.html
MILLONARIO XO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,MILLONARIO,PÉROU,94.0,6,0,10,0,0,6,6,Acajou,"Fruits tropicaux, fruits secs, boîte à cigares, cannelle","Figues, dattes, clou de girofle, toffee",6,"Ce rhum péruvien fait couler de l'encore depuis une dizaine d'année. Situé au nord du pays à 900 km de Lima, la distillerie Millonario travaille un rhum de mélasse issu de cannes à sucres endémiques aux régions volcaniques du Pérou. Créée en 1904 par un collectif de paysans, la distillerie mettra du temps avant de pouvoir réussir à distiller ces rhums. Les voyages forment la jeunesse, c'est certainement ce qu'a dû dire le père de Don Rolando, dirigeant de la distillerie qui envoya son fils étudier en Écosse dans les années 30. Bien lui a pris, le gaillard rentra chez lui avec dans sa valise rien de moins qu'un alambic à colonne en cuivre de facture écossaise.
Dans les années 50, les rons n'étaient pas à la portée des portes monnaies des locaux et rares étaient ceux à pouvoir en consommer. De ce fait, les rons ont rapidement été surnommés “los millonarios”.
La carafe du Millonario XO est à la mesure de son histoire !
Le nez est gourmand avec des notes de fruits tropicaux, de fruits secs, d'épices douces et de boîte à cigares.
La bouche est suave, pâtissière, avec des arômes de toffee, de figues et de chocolat au lait.
La finale est longue sur les notes boisées et épicées.",https://vandb.fr/millonario-xo-40-.html
KANICHE RESERVE 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,WIRD,BARBADE,29.9,8,0,6,2,2,6,4,"Ambré clair, doré","Bois frais, épices, fruits exotiques et agrumes","Vanille, caramel, boisé, épicé, suave",0,"Kaniché est une marque détenue par le groupe français Maison Ferrand. Créée par Alexandre Gabriel en 1989, la maison s'appuie sur son savoir-faire centenaire en matière de production de cognac afin de l'exporter au monde des spiritueux et notamment du rhum. Moins connue que la marque de rhum phare de la Maison, Plantation, Kaniché se démarque en proposant uniquement des rhums de l'île de la Barbade.
Considérée comme le berceau du rhum des Caraïbes, la Barbade possède encore des distilleries datant du 18ème siècle. L'histoire de l'île est étroitement liée à celle de son rhum.
Revenons-en à notre rhum. Ce Kaniché a vieilli sous le climat tropical de l'île dans des fûts ayant contenus du bourbon. Après cela, ils ont été rapatriés en France, pour un passage en fûts de Cognac de la Maison Ferrand.
Le style typique de la Barbade se ressent à la dégustation de ce Kaniché Reserve, avec de belles notes de caramel, de vanille et de bois. Une belle invitation à poursuivre la découverte des rhums de cette île paradisiaque.",https://vandb.fr/kaniche-reserve-40-.html
HSE VSOP 45%,AMBRÉ,RHUM - TRADITION FRANÇAISE,45.0,LE SIMON,FRANCE,53.0,2,0,10,0,4,0,6,Reflets dorés,"Fruits confits, pêche, melon, amandes grillées, café,","Abricots, pêche, amandes, caramel au beurre, girofle",4,"C'est au nord de l'île de la Martinique que ce trouve l'habitation Saint Etienne, domaine où le rhum HSE est distillé. Traversée par la rivière Lézarde, l'habitation qui s'étend de Saint-Joseph au Gros Morne est un véritable coin de paradis, qui regroupe plus de 180 espèces de plantes et d'arbres rares.
C'est au milieu de ce luxuriant jardin, dans les chais de l'habitation, que les fûts de rhums HSE reposent en silence. Car comme l'indique la mention VSOP, ce rhum agricole est bien vieilli, en l’occurrence durant plus de 4 ans dans des fûts de chêne blanc américain ayant contenus du bourbon.
Ses saveurs créoles, sur fond de fruits confits, de cacao et d'épices, lui ont valu de multiples récompenses au Concours Agricole de Paris. Son profil gourmand et moelleux, sans être trop sucré pour autant, tapisse l'intérieur de la bouche pour un plaisir prolongé.",https://vandb.fr/hse-vsop-45-.html
MATUSALEM 15 ANS 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,MATUSALEM,RÉPUBLIQUE DOMINICAINE,39.0,10,0,8,0,4,4,8,Vieil or,"Boisé, cannelle, miel, banane, orange, fruits secs","Douce, boisé, vanille, zeste d'orange, amande",15,"Le Gran Reserva 15 ans est la référence emblématique chez Matuzalem. Il peut se targuer d'avoir comme surnom le ""cognac des rhums"". Malgré qu'il soit un ron dominicain, il est un digne représentant du style cubain des années 1930 à 1950. Son vieillissement s'opère grâce au système solera traditionnel.
Sa spécificité d'être plus sec que la majeur partie des autres rhums de sa catégorie lui donne plus de légèreté, tout en restant facile à boire, à portée de tous les palais.
Au nez, les notes d'orange, de fruits secs et d'épices sont séduisantes.
La bouche est douce, finement boisée, vanillée, presque pâtissière, avec également des notes d'agrumes.
La finale nous laisse sur cette délicate gourmandise vanillée.",https://vandb.fr/matusalem-15-ans-40-.html
DOS MADERAS PX 5+5 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,MULTIPLES,ESPAGNE,49.0,4,0,10,0,0,6,8,Vieux chêne,"Chaleureux, poire, pruneau, raisin, figue","Banane flambée, pruneau, épices, vanille, figue",5,"La marque Dos Maderas appartient à la société espagnole Williams & Humbert, producteur de vin de Xérès depuis 130 ans. C'est ce savoir-faire que la société innovante a souhaité étendre au monde des spiritueux avec Dos Maderas PX 5+5. Mais que se cache t-il réellement derrière ce nom peu commun ?
Tout d'abord, la base de Dos Maderas est un assemblage de rhums de la Barbade et de Guyana, donc de tradition anglaise ! Après, avoir vieilli au moins 5 ans sous le climat des Caraïbes, cet assemblage est rapatrié au sud de l'Espagne dans la région de Jerez, pour une seconde phase de maturation : trois ans en fûts ayant contenu du xérès ""Dos Cortados"", vin sec très aromatique, puis deux ans en anciens fûts de ""Don Guido"", vin reconnu pour sa douceur. Soit un total de 5 ans sur terres espagnoles sèches et arides.
Résumons, Dos Maderas pour ""deux bois"" (comprendre deux cultures, tropicale et espagnole), ""PX"" pour Pedro Ximenez un cépage dominant du vin de xérès et ""5+5"" pour ce double vieillissement ! Facile non ?
Enfin, je vous assure, le plus simple reste encore de le déguster !",https://vandb.fr/dos-maderas-px-5-5-40-.html
PLANTATION XO 20ÈME ANNIVERSAIRE 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,WIRD,BARBADE,49.9,6,0,10,4,0,6,10,Ambré,"Orange confite, boîte à cigares, noix de coco","Chocolat, vanille, banane mûre, noix de coco grillée",12,"Cette édition a été créée pour célébrer le 20ème anniversaire d'Alexandre Gabriel en tant que Maître Assembleur des rhums Plantation. Il est obtenu à partir des plus vieilles réserves de Maison Ferrand à la Barbade, rhums de 12 à 20 ans d'âge. Après avoir traversé l'Atlantique, ces précieux liquides ont été assemblé par le maître de chai puis vieillis une seconde fois dans des petites barriques de chêne français de Cognac Pierre Ferrand pendant 12 à 18 mois. Cette méthode de double vieillissement, tropical en fûts de Bourbon / continental en barriques de Cognac remet au goût du jour une technique datant du 18ème siècle. Le résultat est à la hauteur des espérances, un rhum complexe et crémeux, parfaitement équilibré entre exotisme et parfums plus complexes de cacao et oranges confites !",https://vandb.fr/plantation-xo-20eme-anniversaire-40-.html
TI CED ARRANGÉ ANANAS VICTORIA 32%,PAILLE,ARRANGÉS,32.0,AUCUNE,FRANCE,32.0,0,0,10,0,6,6,0,"Jaune pâle, reflet or","Léger, aérien, ananas frais","Ronde, suave, carpaccio d'ananas, légèrement acidulée",0,"Les Ti Ced ont depuis 2011 envahi les étales de la catégorie rhums arrangés et ceci en grande partie grâce à la qualité des produits utilisés.
Dans cette version mono-fruit, le rhum est sublimé par l'ananas Victoria, une variété célèbre pour sa petite taille et sa chair généreusement savoureuse.
Apprécié de la reine Victoria, elle lui a donné son nom... royal ! En provenance exclusive de la Réunion, l'ananas est cueilli à maturité et livré en express afin d'être mis à macérer au plus vite. Un résultat savoureux qui laisse le fruit s'exprimer à la perfection en harmonie avec les arômes du rhum agricole.
Un spiritueux français, fruité et gourmand ! Idéal à l'apéritif ou en fin de repas !",https://vandb.fr/ti-ced-arrange-ananas-victoria-32-.html
DIPLOMATICO EXCLUSIVA 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DESTILERÍAS UNIDAS,VENEZUELA,45.0,2,2,6,0,0,8,10,"Ambré, reflets cuivrés","Pâtissier, fruits cuit, tabac blond, miel","Moelleuse, fruits confits, épices, caramel",0,"La réussite des rhums Diplomático réside principalement en deux facteurs. Le premier se nomme Tito Cordero, maître de chais de la maison depuis plus de 25 ans. Il supervise la production de tous les rhums ""Maison"". Médaillé dans de nombreux concours prestigieux, son expérience et son savoir-faire se retrouvent dans chacun de ses rhums. Le second atout de la marque se trouve dans ses chais. Une réserve immense de vieux rhums vieillis dans divers fûts permet de créer des assemblages uniques de qualité supérieure.
Le Reserva Exclusiva est un assemblage de rhums de mélasse vieillis au minimum 12 ans. Très facile à déguster, son profil gourmand et complexe comblera bon nombre d'adeptes.",https://vandb.fr/diplomatico-exclusiva-40-.html
